"id","name","parent"
"70332300-0","Services relatifs à l'immobilier industriel","70332000-7"
"70333000-4","Services de logement","70330000-3"
"70340000-6","Services de multipropriété","70300000-4"
"71000000-8","Services d'architecture, services de construction, services d'ingénierie et services d'inspection","70000000-1"
"71200000-0","Services d'architecture","71000000-8"
"71210000-3","Services de conseil en architecture","71200000-0"
"71220000-6","Services de création architecturale","71200000-0"
"71221000-3","Services d'architecte pour les bâtiments","71220000-6"
"71222000-0","Services d'architecte pour la conception d'ouvrages extérieurs","71220000-6"
"71222100-1","Services de cartographie des zones urbaines","71222000-0"
"71222200-2","Services de cartographie des zones rurales","71222000-0"
"71223000-7","Services d'architecte pour des travaux d'extension de bâtiment","71220000-6"
"71230000-9","Services d'organisation de concours d'architecture","71200000-0"
"71240000-2","Services d'architecture, d'ingénierie et de planification","71200000-0"
"71241000-9","Études de faisabilité, service de conseil, analyse","71240000-2"
"71242000-6","Préparation du projet et de la conception, estimation des coûts","71240000-2"
"71243000-3","Projets de plans (systémes et intégration)","71240000-2"
"71244000-0","Calcul des coûts, contrôle des coûts","71240000-2"
"71245000-7","Plans d'approbation, plans d'exécution et spécifications","71240000-2"
"71246000-4","Détermination et listage des quantités nécessaires à la construction","71240000-2"
"71247000-1","Supervision des travaux de construction","71240000-2"
"71248000-8","Supervision du projet et documentation","71240000-2"
"71250000-5","Services d'architecture, d'ingénierie et de métrage","71200000-0"
"71251000-2","Services d'architecture et de métrage vérification","71250000-5"
"71300000-1","Services d'ingénierie","71000000-8"
"71310000-4","Services de conseil en matière d'ingénierie et de construction","71300000-1"
"71311000-1","Services de conseil en génie civil","71310000-4"
"71311100-2","Services d'assistance en génie civil","71311000-1"
"71311200-3","Services de conseil en matière de systèmes de transport","71311000-1"
"71311210-6","Services de conseil en matière d'autoroutes","71311200-3"
"71311220-9","Services d'ingénierie autoroutière","71311200-3"
"71311230-2","Services d'ingénierie ferroviaire","71311200-3"
"71311240-5","Services d'ingénierie aéroportuaire","71311200-3"
"71311300-4","Services de conseil en matière d'infrastructure","71311000-1"
"71312000-8","Services de conseil en ingénierie de la construction","71310000-4"
"71313000-5","Services de conseil en ingénierie de l'environnement","71310000-4"
"71313100-6","Services de conseil en matière de lutte contre le bruit","71313000-5"
"71313200-7","Services de conseil en insonorisation et en acoustique intérieure","71313000-5"
"71313400-9","Étude d'impact sur l'environnement pour la construction","71313000-5"
"71313410-2","Évaluation des risque et dangers pour la construction","71313400-9"
"71313420-5","Normes environnementales pour la construction","71313400-9"
"71313430-8","Indicateurs environnementaux pour la construction","71313400-9"
"71313440-1","Services d'étude d'impact sur l'environnement (EIA) pour la construction","71313400-9"
"71313450-4","Surveillance environnementale pour la construction","71313400-9"
"71314000-2","Énergie et services connexes","71310000-4"
"71314100-3","Services d'électricité","71314000-2"
"71314200-4","Services de gestion de l'énergie","71314000-2"
"71314300-5","Services de conseil en rendement énergétique","71314000-2"
"71314310-8","Services de physique thermique pour la construction","71314300-5"
"71315000-9","Installations techniques de bâtiment","71310000-4"
"71315100-0","Services de conseil en gros œuvre","71315000-9"
"71315200-1","Services de conseil en bâtiment","71315000-9"
"71315210-4","Services de conseil en installations techniques de bâtiment","71315200-1"
"71315300-2","Services de métré de bâtiments","71315000-9"
"71315400-3","Services d'inspection et de vérification de bâtiment","71315000-9"
"71315410-6","Inspection du système de ventilation","71315400-3"
"71316000-6","Services de conseil en télécommunications","71310000-4"
"71317000-3","Services de conseil en protection et contrôle des risques","71310000-4"
"71317100-4","Services de conseil en protection et contrôle en matière d'incendie et d'explosion","71317000-3"
"71317200-5","Services de santé et de sécurité","71317000-3"
"71317210-8","Services de conseil en matière de santé et de sécurité","71317200-5"
"71318000-0","Services de conseil et de consultation en ingénierie","71310000-4"
"71318100-1","Services pour les techniques d'éclairage naturel et artificiel","71318000-0"
"71319000-7","Services de témoins experts","71310000-4"
"71320000-7","Services de conception technique","71300000-1"
"71321000-4","Services de conception technique des installations mécaniques et électriques de bâtiments","71320000-7"
"71321100-5","Services relatifs aux aspects économiques de la construction","71321000-4"
"71321200-6","Services de conception des systèmes de chauffage","71321000-4"
"71321300-7","Services de conseil en matière de plomberie","71321000-4"
"71321400-8","Services de conseil en matière de ventilation","71321000-4"
"71322000-1","Services de conception technique pour la construction d'ouvrages de génie civil","71320000-7"
"71322100-2","Services d'estimatif pour travaux de génie civil","71322000-1"
"71322200-3","Services de conception de pipelines","71322000-1"
"71322300-4","Services de conception de ponts","71322000-1"
"71322400-5","Services de conception de barrages","71322000-1"
"71322500-6","Services de conception technique pour installations de transport","71322000-1"
"71323000-8","Services de conception technique pour processus et production industriels","71320000-7"
"71323100-9","Services de conception de réseaux d'énergie électrique","71323000-8"
"71323200-0","Services de conception technique d'usines","71323000-8"
"71324000-5","Services d'état estimatif","71320000-7"
"71325000-2","Services de conception de fondations","71320000-7"
"71326000-9","Services auxiliaires de bâtiment","71320000-7"
"71327000-6","Services de conception des structures portantes","71320000-7"
"71328000-3","Services de vérification de la conception des structures portantes","71320000-7"
"71330000-0","Services divers d'ingénierie","71300000-1"
"71331000-7","Services d'ingénierie en matière de boues de forage","71330000-0"
"71332000-4","Services d'ingénierie géotechnique","71330000-0"
"71333000-1","Services d'ingénierie mécanique","71330000-0"
"71334000-8","Services d'ingénierie mécanique et électrique","71330000-0"
"71335000-5","Études techniques","71330000-0"
"71336000-2","Services d'assistance dans le domaine de l'ingénierie","71330000-0"
"71337000-9","Services d'ingénierie relatifs à la corrosion","71330000-0"
"71340000-3","Services intégrés d'ingénierie","71300000-1"
"71350000-6","Services scientifiques et techniques dans le domaine de l'ingénierie","71300000-1"
"71351000-3","Services de prospection géologique et géophysique et autre prospection scientifique","71350000-6"
"71351100-4","Services de préparation et d'analyse de carottage","71351000-3"
"71351200-5","Services de conseil en géologie et en géophysique","71351000-3"
"71351210-8","Services de conseil géophysique","71351200-5"
"71351220-1","Services de conseil en géologie","71351200-5"
"71351300-6","Services d'analyses micropaléontologiques","71351000-3"
"71351400-7","Services d'interprétation pétrophysique","71351000-3"
"71351500-8","Services d'étude du sol","71351000-3"
"71351600-9","Services de prévisions météorologiques","71351000-3"
"71351610-2","Services de météorologie","71351600-9"
"71351611-9","Services de climatologie","71351610-2"
"71351612-6","Services d'hydrométéorologie","71351610-2"
"71351700-0","Services de prospection scientifique","71351000-3"
"71351710-3","Services de prospection géophysique","71351700-0"
"71351720-6","Levés géophysiques de sites archéologiques","71351700-0"
"71351730-9","Services de prospection géologique","71351700-0"
"71351800-1","Services topographiques et services de radiesthésie","71351000-3"
"71351810-4","Services topographiques","71351800-1"
"71351811-1","Levés topographiques de sites archéologiques","71351810-4"
"71351820-7","Services de radiesthésie","71351800-1"
"71351900-2","Services de géologie, d'océanographie et d'hydrologie","71351000-3"
"71351910-5","Services de géologie","71351900-2"
"71351911-2","Services de photogéologie","71351910-5"
"71351912-9","Services de géologie stratigraphique","71351910-5"
"71351913-6","Services d'exploration géologique","71351910-5"
"71351914-3","Services archéologiques","71351910-5"
"71351920-2","Services d'océanographie et d'hydrologie","71351900-2"
"71351921-2","Services d'océanographie des estuaires","71351920-2"
"71351922-2","Services d'océanographie physique","71351920-2"
"71351923-2","Services de levés bathymétriques","71351920-2"
"71351924-2","Services d'exploration sous-marine","71351920-2"
"71352000-0","Services de levés souterrains","71350000-6"
"71352100-1","Services de sismique","71352000-0"
"71352110-4","Services de levés sismographiques","71352100-1"
"71352120-7","Services d'acquisition de données sismiques","71352100-1"
"71352130-0","Services de collecte de données sismiques","71352100-1"
"71352140-3","Services de traitement des données sismiques","71352100-1"
"71352300-3","Services d'enregistrement magnétométrique","71352000-0"
"71353000-7","Services de levés en surface","71350000-6"
"71353100-8","Services de levés hydrographiques","71353000-7"
"71353200-9","Services de levés dimensionnels","71353000-7"
"71354000-4","Services d'établissement de cartes","71350000-6"
"71354100-5","Services de cartographie numérique","71354000-4"
"71354200-6","Services de cartographie aérienne","71354000-4"
"71354300-7","Services cadastraux","71354000-4"
"71354400-8","Services d'hydrographie","71354000-4"
"71354500-9","Services de cartographie maritime","71354000-4"
"71355000-1","Services d'arpentage","71350000-6"
"71355100-2","Services de photogrammétrie","71355000-1"
"71355200-3","Services d'arpentage cadastral","71355000-1"
"71356000-8","Services techniques","71350000-6"
"71356100-9","Services de contrôle technique","71356000-8"
"71356200-0","Services d'assistance technique","71356000-8"
"71356300-1","Services d'appui technique","71356000-8"
"71356400-2","Services de planification technique","71356000-8"
"71400000-2","Services d'urbanisme et d'architecture paysagère","71000000-8"
"71410000-5","Services d'urbanisme","71400000-2"
"71420000-8","Services d'architecture paysagère","71400000-2"
"71421000-5","Services d'architecture des jardins","71420000-8"
"71500000-3","Services relatifs à la construction","71000000-8"
"71510000-6","Services de reconnaissance sur le site","71500000-3"
"71520000-9","Services de conduite des travaux","71500000-3"
"71521000-6","Services de conduite de chantier","71520000-9"
"71530000-2","Services de conseil en construction","71500000-3"
"71540000-5","Services de gestion de la construction","71500000-3"
"71541000-2","Services de gestion de projets de construction","71540000-5"
"71550000-8","Services de travaux de forge","71500000-3"
"71600000-4","Services d'essais techniques, services d'analyses et services de conseil","71000000-8"
"71610000-7","Services d'essais et d'analyses de la composition et de la pureté","71600000-4"
"71620000-0","Services d'analyses","71600000-4"
"71621000-7","Services d'analyse technique ou services de conseil","71620000-0"
"71630000-3","Services de contrôle et d'essais techniques","71600000-4"
"71631000-0","Services d'inspection technique","71630000-3"
"71631100-1","Services de contrôle de machines","71631000-0"
"71631200-2","Services de contrôle technique automobile","71631000-0"
"71631300-3","Services de contrôle technique de bâtiments","71631000-0"
"71631400-4","Services de contrôle technique d'ouvrages de génie civil","71631000-0"
"71631420-0","Services d'inspection dans le domaine de la sécurité maritime","71631400-4"
"71631430-3","Services d'essais d'étanchéité","71631400-4"
"71631440-6","Services de contrôle du débit","71631400-4"
"71631450-9","Services d'inspection des ponts","71631400-4"
"71631460-2","Services d'inspection des barrages","71631400-4"
"71631470-5","Service de contrôle des voies ferrées","71631400-4"
"71631480-8","Service d'inspection routière","71631400-4"
"71631490-1","Service d'inspection des pistes","71631400-4"
"71632000-7","Services d'essais techniques","71630000-3"
"71632100-8","Services d'essai de vannes","71632000-7"
"71632200-9","Services d'essais non destructifs","71632000-7"
"71700000-5","Services de surveillance et de contrôle","71000000-8"
"71730000-4","Services d'inspection industrielle","71700000-5"
"71731000-1","Services de contrôle de qualité industriel","71730000-4"
"71800000-6","Services de conseil en matière d'approvisionnement en eau et services de conseil en matière de déchets","71000000-8"
"71900000-7","Services de laboratoire","71000000-8"
"72000000-5","Services de technologies de l'information, conseil, développement de logiciels, internet et appui","70000000-1"
"72100000-6","Services de conseil en matériel informatique","72000000-5"
"72110000-9","Services de conseil en sélection de matériel informatique","72100000-6"
"72120000-2","Services de conseil en reprise des applications informatiques en cas d'interruption accidentelle","72100000-6"
"72130000-5","Services de conseil en aménagement de site informatique","72100000-6"
"72140000-8","Services de conseil en essai d'acceptation de matériel informatique","72100000-6"
"72150000-1","Services de conseil en audit informatique et services de conseil en matériel informatique","72100000-6"
"72200000-7","Services de programmation et de conseil en logiciels","72000000-5"
"72210000-0","Services de programmation de progiciels","72200000-7"
"72211000-7","Services de programmation de systèmes et de logiciels utilitaires","72210000-0"
"72212000-4","Services de programmation de logiciels d'application","72210000-0"
"72212100-0","Services de développement de logiciels spécifiques à l'industrie","72212000-4"
"72212110-3","Services de développement de logiciels de points de vente (POS)","72212100-0"
"72212120-6","Services de développement de logiciels de commande de vol","72212100-0"
"72212121-3","Services de développement de logiciels de contrôle du trafic aérien","72212120-6"
"72212130-9","Services de développement de logiciels de soutien au sol et de test pour l'aviation","72212100-0"
"72212131-6","Services de développement de logiciels de soutien au sol pour l'aviation","72212130-9"
"72212132-3","Services de développement de logiciels de test pour l'aviation","72212130-9"
"72212140-2","Services de développement de logiciels de contrôle du trafic ferroviaire","72212100-0"
"72212150-5","Services de développement de logiciels de contrôle industriel","72212100-0"
"72212160-8","Services de développement de logiciels de bibliothèques","72212100-0"
"72212170-1","Services de développement de logiciels de vérification de conformité","72212100-0"
"72212180-4","Services de développement de logiciels médicaux","72212100-0"
"72212190-7","Services de développement de logiciels pédagogiques","72212100-0"
"72212200-1","Services de développement de logiciels de gestion de réseau, d'internet et d'intranet","72212000-4"
"72212210-4","Services de développement de logiciels de gestion de réseau","72212200-1"
"72212211-1","Services de développement de logiciels d'interconnectivité de plates-formes","72212210-4"
"72212212-8","Services de développement de logiciels de serveur à mémoire optique à disques","72212210-4"
"72212213-5","Services de développement de logiciels d'amélioration des systèmes d'exploitation","72212210-4"
"72212214-2","Services de développement de logiciels de gestion des systèmes d'exploitation réseau","72212210-4"
"72212215-9","Services de développement de logiciels de développement de réseaux","72212210-4"
"72212216-6","Services de développement de logiciels d'émulation de terminaux de connectivité au réseau","72212210-4"
"72212217-3","Services de développement de logiciels transactionnels","72212210-4"
"72212218-0","Services de développement de logiciels de gestion des licences","72212210-4"
"72212219-7","Services de développement de logiciels de gestion de réseau divers","72212210-4"
"72212220-7","Services de développement de logiciels de gestion d'internet et d'intranet","72212200-1"
"72212221-4","Services de développement de logiciels de navigation sur l'internet","72212220-7"
"72212222-1","Services de développement de logiciels de serveurs web","72212220-7"
"72212223-8","Services de développement de logiciels de courrier électronique","72212220-7"
"72212224-5","Services de développement de logiciels d'édition de pages web","72212220-7"
"72212300-2","Services de développement de logiciels de création de documents, de dessin, de traitement de l'image, d'ordonnancemennt et de productivité","72212000-4"
"72212310-5","Services de développement de logiciels de création de documents","72212300-2"
"72212311-2","Services de développement de logiciels de gestion de documents","72212310-5"
"72212312-9","Services de développement de logiciels d'édition électronique","72212310-5"
"72212313-6","Services de développement de logiciels de reconnaissance optique de caractères (OCR)","72212310-5"
"72212314-3","Services de développement de logiciels de reconnaissance vocale","72212310-5"
"72212315-0","Services de développement de logiciels de PAO","72212310-5"
"72212316-7","Services de développement de logiciels de présentation","72212310-5"
"72212317-4","Services de développement de logiciels de traitement de texte","72212310-5"
"72212318-1","Services de développement de logiciels de scanner","72212310-5"
"72212320-8","Services de développement de logiciels de dessin et de traitement de l'image","72212300-2"
"72212321-5","Services de développement de logiciels de conception assistée par ordinateur (CAO)","72212320-8"
"72212322-2","Services de développement de logiciels graphiques","72212320-8"
"72212323-9","Services de développement de logiciels de production assistée par ordinateur (PAO)","72212320-8"
"72212324-6","Services de développement de logiciels de tracé de diagrammes","72212320-8"
"72212325-3","Services de développement de logiciels d'élaboration de formulaires","72212320-8"
"72212326-0","Services de développement de logiciels de cartographie","72212320-8"
"72212327-7","Services de développement de logiciels de dessin et de peinture","72212320-8"
"72212328-4","Services de développement de logiciels de traitement de l'image","72212320-8"
"72212330-1","Services de développement de logiciels de planification et de productivité","72212300-2"
"72212331-8","Services de développement de logiciels de gestion de projet","72212330-1"
"72212332-5","Services de développment de logiciels de planification","72212330-1"
"72212333-2","Services de développement de logiciels de gestion des contacts","72212330-1"
"72212400-3","Services de développement de logiciels transactionnels commerciaux et personnels","72212000-4"
"72212410-6","Services de développement de logiciels de gestion des investissements et de préparation de déclarations de revenus","72212400-3"
"72212411-3","Services de développement de logiciels de gestion des investissements","72212410-6"
"72212412-0","Services de développement de logiciels de préparation de déclarations de revenus","72212410-6"
"72212420-9","Services de développement de logiciels d'infogérance et services de développement de suites logicielles","72212400-3"
"72212421-6","Services de développement de logiciels d'infogérance","72212420-9"
"72212422-3","Services de développement de suites logicielles","72212420-9"
"72212430-2","Services de développement de logiciels de gestion des stocks","72212400-3"
"72212440-5","Services de développement de logiciels d'analyse financière et de logiciels comptables","72212400-3"
"72212441-2","Services de développement de logiciels d'analyse financière","72212440-5"
"72212442-9","Services de développement de logiciels financiers","72212440-5"
"72212443-6","Services de développement de logiciels comptables","72212440-5"
"72212445-0","Services de développement de logiciels de gestion des relations clientèle (CRM)","72212440-5"
"72212450-8","Services de développement de logiciels d'enregistrement des horaires ou de logiciels de gestion des ressources humaines","72212400-3"
"72212451-5","Services de développement de logiciels de planification des ressources de l'entreprise (ERP)","72212450-8"
"72212460-1","Services de développement de logiciels analytiques, scientifiques, mathématiques ou prévisionnels","72212400-3"
"72212461-8","Services de développement de logiciels analytiques ou scientifiques","72212460-1"
"72212462-5","Services de développement de logiciels mathématiques ou prévisionnels","72212460-1"
"72212463-2","Services de développement de logiciels statistiques","72212460-1"
"72212470-4","Services de développement de logiciels de vente aux enchères","72212400-3"
"72212480-7","Services de développement de logiciels de vente, de marketing et de veille économique","72212400-3"
"72212481-4","Services de développement de logiciels de vente ou de marketing","72212480-7"
"72212482-1","Services de développement de logiciels de veille économique","72212480-7"
"72212490-0","Services de développement de logiciels de passation de marchés","72212400-3"
"72212500-4","Services de développement de logiciels de communication et de logiciels multimédia","72212000-4"
"72212510-7","Services de développement de logiciels de communication","72212500-4"
"72212511-4","Services de développement de logiciels de communication de bureau","72212510-7"
"72212512-1","Services de développement de logiciels de réponse vocale interactive","72212510-7"
"72212513-8","Services de développement de logiciels pour modem","72212510-7"
"72212514-5","Services de développement de logiciels d'accès à distance","72212510-7"
"72212515-2","Services de développement de logiciels de vidéoconférence","72212510-7"
"72212516-9","Services de développement de logiciels d'échange","72212510-7"
"72212517-6","Services de développement de logiciels de technologies de l'information","72212510-7"
"72212518-3","Services de développement de logiciels d'émulation","72212510-7"
"72212519-0","Services de développement de logiciels de gestion de mémoire","72212510-7"
"72212520-0","Services de développement de logiciels multimédias","72212500-4"
"72212521-7","Services de développement de logiciels d'édition musicale ou sonore","72212520-0"
"72212522-4","Services de développement de logiciels de clavier virtuel","72212520-0"
"72212600-5","Services de développement de logiciels de bases de données et de logiciels d'exploitation","72212000-4"
"72212610-8","Services de développement de logiciels de bases de données","72212600-5"
"72212620-1","Services de développement de logiciels de système d'exploitation d'unité centrale","72212600-5"
"72212630-4","Services de développement de logiciels de système d'exploitation de mini-ordinateur","72212600-5"
"72212640-7","Services de développement de logiciels de système d'exploitation de micro-ordinateur","72212600-5"
"72212650-0","Services de développement de logiciels de système d'exploitation d'ordinateur personnel","72212600-5"
"72212660-3","Services de développement de logiciels de groupage","72212600-5"
"72212670-6","Services de développement de logiciels de gestion du système d'exploitation en temps réel","72212600-5"
"72212700-6","Services de développement de logiciels utilitaires","72212000-4"
"72212710-9","Services de développement de logiciels de copie de sécurité ou de récupération","72212700-6"
"72212720-2","Services de développement de logiciels de codes-barres","72212700-6"
"72212730-5","Services de développement de logiciels de sécurité","72212700-6"
"72212731-2","Services de développement de logiciels de sécurité des fichiers","72212730-5"
"72212732-9","Services de développement de logiciels de sécurité des données","72212730-5"
"72212740-8","Services de développement de logiciels de traduction de langues étrangères","72212700-6"
"72212750-1","Services de développement de logiciels de chargement des supports d'enregistrement","72212700-6"
"72212760-4","Services de développement de logiciels de protection contre les virus","72212700-6"
"72212761-1","Services de développement de logiciels antivirus","72212760-4"
"72212770-7","Services de développement de logiciels utilitaires généraux, de compression et d'impression","72212700-6"
"72212771-4","Services de développement de logiciels utilitaires généraux","72212770-7"
"72212772-1","Services de développement de logiciels utilitaires d'impression","72212770-7"
"72212780-0","Services de développement de logiciels de gestion des systèmes, de stockage et de contenu","72212700-6"
"72212781-7","Services de développement de logiciels de gestion des systèmes","72212780-0"
"72212782-4","Services de développement de logiciels de gestion de stockage","72212780-0"
"72212783-1","Services de développement de logiciels de gestion de contenu","72212780-0"
"72212790-3","Services de développement de logiciels de vérifications des versions","72212700-6"
"72212900-8","Services de développement de logiciels divers et systèmes informatiques","72212000-4"
"72212910-1","Services de développement de logiciels de jeu vidéo, de jeux pour la famille et d'économiseurs d'écran","72212900-8"
"72212911-8","Services de développement de logiciels de jeux vidéo","72212910-1"
"72212920-4","Services de développement de logiciels de bureautique","72212900-8"
"72212930-7","Services de développement de logiciels de formation et de divertissement","72212900-8"
"72212931-4","Services de développement de logiciels de formation et de divertissement","72212930-7"
"72212932-1","Services de développement de logiciels de divertissement","72212930-7"
"72212940-0","Services de développement de logiciels de création de patrons et de gestion des calendriers","72212900-8"
"72212941-7","Services de développement de logiciels de création de patrons","72212940-0"
"72212942-4","Services de développement de logiciels de gestion des calendriers","72212940-0"
"72212960-6","Services de développement de logiciels de gestion des pilotes et de systèmes","72212900-8"
"72212970-9","Services de développement de logiciels d'impression","72212900-8"
"72212971-6","Services de développement de logiciels de création de carnets d'adresses","72212970-9"
"72212972-3","Services de développement de logiciels d'élaboration d'étiquettes","72212970-9"
"72212980-2","Services de développement de langages de programmation et d'outils","72212900-8"
"72212981-9","Services de développement de logiciels de compilation","72212980-2"
"72212982-6","Services de développement de logiciels de gestion de la configuration","72212980-2"
"72212983-3","Services de développement de logiciels de développement","72212980-2"
"72212984-0","Services de développement de logiciels d'essai de programmes","72212980-2"
"72212985-7","Services de développement de logiciels de débogage","72212980-2"
"72212990-5","Services de développement de logiciels de tableur et d'amélioration de tableur","72212900-8"
"72212991-2","Services de développement de logiciels de tableur","72212990-5"
"72220000-3","Services de conseil en systèmes informatiques et conseils techniques","72200000-7"
"72221000-0","Services de conseil en analyse d'exploitation","72220000-3"
"72222000-7","Services d'analyse stratégique et de planification de systèmes ou de technologies de l'information","72220000-3"
"72222100-8","Services d'analyse stratégique de systèmes ou de technologies de l'information","72222000-7"
"72222200-9","Services de planification de systèmes ou de technologies de l'information","72222000-7"
"72222300-0","Services de technologies de l'information","72222000-7"
"72223000-4","Services d'analyse des exigences de la technologie de l'information","72220000-3"
"72224000-1","Services de conseil en gestion de projet","72220000-3"
"72224100-2","Services de planification de la mise en application de systèmes","72224000-1"
"72224200-3","Services de planification de l'assurance qualité des systèmes","72224000-1"
"72225000-8","Services d'évaluation et d'analyse de l'assurance qualité des systèmes","72220000-3"
"72226000-5","Services de conseil en essai d'acceptation de logiciels d'exploitation","72220000-3"
"72227000-2","Services de conseil en intégration de logiciels","72220000-3"
"72228000-9","Services de conseil en intégration de matériel informatique","72220000-3"
"72230000-6","Services de développement de logiciels personnalisés","72200000-7"
"72231000-3","Développement de logiciels pour applications militaires","72230000-6"
"72232000-0","Développement de logiciels transactionnels et de logiciels personnalisés","72230000-6"
"72240000-9","Services d'analyses et de programmation de systèmes","72200000-7"
"72241000-6","Services de spécification de cibles de projets critiques","72240000-9"
"72242000-3","Services de modélisation de projets","72240000-9"
"72243000-0","Services de programmation","72240000-9"
"72244000-7","Services de prototypage","72240000-9"
"72245000-4","Services contractuels d'analyse et de programmation de systèmes","72240000-9"
"72246000-1","Services de conseil en systèmes informatiques","72240000-9"
"72250000-2","Services de maintenance des systèmes et services d'assistance","72200000-7"
"72251000-9","Services de reprise des applications informatiques en cas d'interruption accidentelle","72250000-2"
"72252000-6","Services d'archivage informatique","72250000-2"
"72253000-3","Services d'aide aux utilisateurs et services d'assistance","72250000-2"
"72253100-4","Services d'aide aux utilisateurs","72253000-3"
"72253200-5","Services d'assistance relative aux systèmes","72253000-3"
"72254000-0","Services d'essais de logiciels","72250000-2"
"72254100-1","Services d'essais de systèmes","72254000-0"
"72260000-5","Services relatifs aux logiciels","72200000-7"
"72261000-2","Services d'assistance relative aux logiciels","72260000-5"
"72262000-9","Services de développement de logiciels","72260000-5"
"72263000-6","Services d'implémentation de logiciels","72260000-5"
"72264000-3","Services de reproduction de logiciels","72260000-5"
"72265000-0","Services de configuration de logiciels","72260000-5"
"72266000-7","Services de conseil en logiciels","72260000-5"
"72267000-4","Services de maintenance et de réparation de logiciels","72260000-5"
"72267100-0","Maintenance de logiciels de technologies de l'information","72267000-4"
"72267200-1","Réparation de logiciels de technologies de l'information","72267000-4"
"72268000-1","Services de fourniture de logiciels","72260000-5"
"72300000-8","Services de commutation de données","72000000-5"
"72310000-1","Services de traitement de données","72300000-8"
"72311000-8","Services informatiques de tabulation","72310000-1"
"72311100-9","Services de conversion de données","72311000-8"
"72311200-0","Services de traitement par lots","72311000-8"
"72311300-1","Services informatiques d'exploitation en temps partagé","72311000-8"
"72312000-5","Services de saisie de données","72310000-1"
"72312100-6","Services de préparation de données","72312000-5"
"72312200-7","Services de reconnaissance optique de caractères","72312000-5"
"72313000-2","Services de capture de données","72310000-1"
"72314000-9","Services de collecte et de collation de données","72310000-1"
"72315000-6","Services de gestion et d'assistance relatifs aux réseaux de données","72310000-1"
"72315100-7","Services d'assistance relative aux réseaux informatiques","72315000-6"
"72315200-8","Services de gestion de réseaux informatiques","72315000-6"
"72316000-3","Services d'analyse de données","72310000-1"
"72317000-0","Services de stockage de données","72310000-1"
"72318000-7","Services de transmission de données","72310000-1"
"72319000-4","Services de fourniture de données","72310000-1"
"72320000-4","Services de bases de données","72300000-8"
"72321000-1","Services de bases de données à valeur ajoutée","72320000-4"
"72322000-8","Services de gestion de données","72320000-4"
"72330000-2","Services de normalisation et de classification des contenus et des données","72300000-8"
"72400000-4","Services internet","72000000-5"
"72410000-7","Services de fournisseurs","72400000-4"
"72411000-4","Fournisseur de services internet (ISP)","72410000-7"
"72412000-1","Fournisseur de services de courrier électronique","72410000-7"
"72413000-8","Services de conception de sites WWW (World Wide Web)","72410000-7"
"72414000-5","Fournisseurs de moteurs de recherche sur le web","72410000-7"
"72415000-2","Services d'hébergement pour l'exploitatuion de sites WWW","72410000-7"
"72416000-9","Fournisseurs de services applicatifs","72410000-7"
"72417000-6","Noms de domaine internet","72410000-7"
"72420000-0","Services de développement de l'internet","72400000-4"
"72421000-7","Services de développement des applications client internet ou intranet","72420000-0"
"72422000-4","Services de développement des applications serveur internet ou intranet","72420000-0"
"72500000-0","Services informatiques","72000000-5"
"72510000-3","Services de gestion relatifs à l'informatique","72500000-0"
"72511000-0","Services de logiciels de gestion de réseau","72510000-3"
"72512000-7","Services de gestion de documents","72510000-3"
"72513000-4","Services de bureautique","72510000-3"
"72514000-1","Services de gestion des installations informatiques","72510000-3"
"72514100-2","Services de gestion d'installations impliquant des activités informatiques","72514000-1"
"72514200-3","Services de gestion d'installations pour le développement de systèmes informatiques","72514000-1"
"72514300-4","Services de gestion d'installations pour la maintenance de systèmes informatiques","72514000-1"
"72540000-2","Services de mise à jour d'ordinateurs","72500000-0"
"72541000-9","Services d'extension informatique","72540000-2"
"72541100-0","Services d'extension de mémoire","72541000-9"
"72590000-7","Services informatiques professionnels","72500000-0"
"72591000-4","Développement d'accords de niveau de service","72590000-7"
"72600000-6","Services d'assistance et de conseils informatiques","72000000-5"
"72610000-9","Services d'assistance informatique","72600000-6"
"72611000-6","Services d'assistance technique informatique","72610000-9"
"72700000-7","Services de réseaux informatiques","72000000-5"
"72710000-0","Services de réseau local","72700000-7"
"72720000-3","Services de réseau à grande distance","72700000-7"
"72800000-8","Services d'audit informatique et services d'essai informatique","72000000-5"
"72810000-1","Services d'audit informatique","72800000-8"
"72820000-4","Services d'essai informatique","72800000-8"
"72900000-9","Services de secours informatique et services informatiques de conversion de catalogues","72000000-5"
"72910000-2","Services de secours informatique","72900000-9"
"72920000-5","Services informatiques de conversion de catalogues","72900000-9"
"73000000-2","Services de recherche et développement et services de conseil connexes","70000000-1"
"73100000-3","Services de recherche et développement expérimental","73000000-2"
"73110000-6","Services de recherche","73100000-3"
"73111000-3","Services de laboratoire de recherche","73110000-6"
"73112000-0","Services de recherche marine","73110000-6"
"73120000-9","Services de développement expérimental","73100000-3"
"73200000-4","Services de conseil en recherche et développement","73000000-2"
"73210000-7","Services de conseil en recherche","73200000-4"
"73220000-0","Services de conseil en développement","73200000-4"
"73300000-5","Conception et exécution dans le domaine de la recherche et du développement","73000000-2"
"73400000-6","Services de recherche et développement en matière de matériels de sécurité et de défense","73000000-2"
"73410000-9","Recherche et technologie militaires","73400000-6"
"73420000-2","Étude de préfaisabilité et démonstration technique","73400000-6"
"73421000-9","Développement de matériel de sécurité","73420000-2"
"73422000-6","Développement d'armes à feu et de munitions","73420000-2"
